"whiskey_id","category_id","name","score","price_usd","sale_volume","percent_abv"
3037,40,"Journeyman Distillery Last Feather 45%",91,50,"750",45
3038,40,"Oak & Eden Round Prairie Jamestown Revival Riff 57.5%",91,80,"750",57.5
3039,40,"Sazerac Rye 18 year old 45%",91,65,"750",45
3040,40,"Sagamore Spirit Distiller’s Select Manhattan Finish 51.5%",91,70,"750",51.5
3041,40,"Vintage Rye 21 year old 47%",91,80,"750",47
3042,40,"High West Double Rye! (Batch #18A23) 46%",91,35,"750",46
3043,40,"Kentucky Peerless Straight Rye 53.7%",91,125,"750",53.7
3044,40,"Lock Stock & Barrel 13 year old 50.65%",91,100,"750",50.65
3045,40,"Redemption Barrel Proof High Rye 9 year old 54.6%",91,100,"750",54.6
3046,40,"Old Overholt 114 Proof Straight Rye 57%",91,30,"750",57
3047,40,"Old Pepper Finest Kentucky Oak Straight (Batch K02) 58%",91,70,"750",58
3048,40,"Old Overholt Bottled in Bond Rye (2020 Edition) 50%",91,25,"750",50
3049,40,"New Riff Bottled in Bond Rye 50%",91,46,"750",50
3050,40,"Peerless 3 year old Rye 54.55%",91,125,"750",54.55
3051,40,"Old Potrero Hotaling’s Single Malt Rye 16 year old 50%",90,165,"750",50
3052,40,"Hirsch Rye 21 year old 46.5%",90,140,"750",46.5
3053,40,"Hirsch Rye 21 year old 46.5%",90,140,"750",46.5
3054,40,"Hudson Do The Rye Thing New York Straight 46%",90,40,"750",46
3055,40,"Willett Single Barrel Estate Reserve Barrel # A-4614 47%",90,35,"750",47
3056,40,"Four Gate Ruby Rye Springs 56.7%",90,185,"750",56.7
3057,40,"Michter’s 10 year old Single Barrel Rye (Barrel #17A34) 46.4%",90,150,"750",46.4
3058,40,"Redemption Barrel Proof Rye (Batch 3) 61%",90,70,"750",61
3059,40,"WhistlePig The Boss Hog 12 year old Single Barrel 67%",90,150,"750",67
3060,40,"Thomas H. Handy Rye (2016 Buffalo Trace Antique Collection) 63.1%",90,90,"750",63.1
3061,40,"Jack Daniel’s Single Barrel Rye 47%",90,50,"750",47
3062,40,"Michter’s 10 year old Single Barrel Straight Rye (Barrel #16A113) 46.4%",90,150,"750",46.4
3063,40,"Chattanooga Straight Rye Malt (Batch 20G05R2) 49.5%",90,40,"750",49.5
3064,40,"Four Gate River Kelvin Straight Rye 56.6%",90,175,"750",56.6
3065,40,"Old Elk Straight Rye 50%",90,90,"750",50
3066,40,"Sea Fog Straight Rye 45%",90,60,"750",45
3067,40,"Michter’s US*1 Toasted Barrel Barrel Finish Rye 2017 Release 55.5%",90,75,"750",55.5
3068,40,"Rossville Union Barrel Proof Rye 56.3%",90,70,"750",56.3
3069,40,"Rossville Union Straight Rye 47%",90,40,"750",47
3070,40,"Sazerac 18 year old Kentucky Straight Rye (2019 Buffalo Trace Antique Collection) 45%",90,99,"750",45
3071,40,"Adnams Rye Malt 47%",90,80,"750",47
3072,40,"High West Double Rye 46%",90,35,"750",46
3073,40,"High West A Midwinter’s Night Dram (Act 6) 49.3%",90,100,"750",49.3
3074,40,"Old Pepper Straight Rye (Barrel G18Q) 55.35%",90,80,"750",55.35
3075,40,"Templeton Barrel Strength Straight Rye (2018 Release) 57.2%",90,60,"750",57.2
3076,40,"Delilah's '15' 15 year old 50%",90,150,"750",50
3077,40,"Belfour Spirits Limited Edition Straight Rye 50%",89,299,"750",50
3078,40,"Hillrock Estate Double Cask Rye (Barrel No. 117) 45%",89,95,"750",45
3079,40,"Blinking Owl Single Barrel Straight Rye (Batch 2) 45%",89,75,"750",45
3080,40,"Anchor Old Potrero Hotalings Bottling 11 year old 50%",89,60,"750",50
3081,40,"Saint Lawrence Spirits Rye Knot 45%",89,42,"750",45
3082,40,"Anchor Old Potrero Hotalings Bottling 11 year old 50%",89,60,"750",50
3083,40,"Pikesville Straight Rye 55%",89,50,"750",55
3084,40,"Russell’s Reserve Single Barrel 52%",89,60,"750",52
3085,40,"Black Button Distilling Empire (Batch 3) 42%",89,75,"750",42
3086,40,"Hochstadter’s Straight Vatted (Batch 3) 50%",89,60,"750",50
3087,40,"Nashville Barrel Company Small Batch (Batch 1.1) 50%",89,60,"750",50
3088,40,"WhistlePig 10 year old Straight Rye 50%",89,70,"750",50
3089,40,"High West A Midwinter Nights Dram (Act 7 Scene 6) 49.3%",89,100,"750",49.3
3090,40,"Thomas H. Handy 67.4%",89,55,"750",67.4
3091,40,"Riverset Straight Rye 48.5%",89,30,"750",48.5
3092,40,"The Senator 6 year old Barrel Proof Straight 60.7%",89,85,"750",60.7
3093,40,"Finger Lakes Distilling McKenzie Rye 45.5%",89,42,"750",45.5
3094,40,"High West 21 year old Rocky Mountain Rye (Batch #2) 46%",89,130,"750",46
3095,40,"Hochstadter’s Family Reserve 16 year old Straight Rye 61.9%",89,200,"750",61.9
3096,40,"Knob Creek Twice Barreled Rye 50%",89,45,"750",50
3097,40,"Russell's Reserve Rye 6 year old 45%",88,25,"750",45
3098,40,"Sagamore Spirit Cognac Cask-Finished Rye (Batch #2AA) 50.5%",88,70,"750",50.5
3099,40,"Tincup Straight Rye 45%",88,30,"750",45
3100,40,"Sagamore Spirit Straight Rye Cask Strength 56.4%",88,74,"750",56.4
3101,40,"Old Overholt Bonded Rye 50%",88,25,"750",50
3102,40,"Sazerac Rye 6 year old 45%",88,20,"750",45
3103,40,"Starlight Distillery Old Rickhouse 46%",88,35,"750",46
3104,40,"Bulleit 12 year old Straight Rye 46%",88,50,"750",46
3105,40,"High West Yippee Ki-Yay (Batch #19C27) 46%",88,80,"750",46
3106,40,"WhistlePig PiggyBack 6 year old 48.28%",88,50,"750",48.28
3107,40,"Blaum Bros. Straight Rye 50%",88,50,"750",50
3108,40,"Redemption Straight Rye (Batch 259) 46%",88,30,"750",46
3109,40,"Templeton Maple Cask-Finished Rye 46%",88,35,"750",46
3110,40,"Rittenhouse Rye Bottled in Bond 50%",88,28,"750",50
3111,40,"Bone Snapper X-Ray 4 year old Reserve Straight Rye (Batch 2) 55%",88,55,"750",55
3112,40,"Old Hickory Hermitage Reserve 6 year old Straight Rye 48%",88,60,"750",48
3113,40,"Laws Whiskey House 6 year old San Luis Valley Bottled in Bond Straight Rye (Batch 1) 50%",88,75,"750",50
3114,40,"Old Overholt 11 year old Straight Rye 46.3%",88,75,"750",46.3
3115,40,"Woodford Reserve Distiller's Select Rye 45.2%",88,38,"750",45.2
3116,40,"Dad’s Hat Pennsylvania Straight 47.5%",88,55,"750",47.5
3117,40,"Roaming Man Tennessee Straight Rye (Batch 3) 60.5%",88,50,"375ml.",60.5
3118,40,"Masterson’s Straight Rye Whiskey Batch #3 10 year old 45%",88,80,"750",45
3119,40,"Redemption Rum Cask-Finished (Batch 2) 47%",88,45,"750",47
3120,40," Kings County Straight Rye 51%",88,55,"375ml.",51
3121,40,"Woodford Reserve Blended Rye 45.2%",88,50,"750",45.2
3122,40,"Driftless Glen 51 Rye 51%",88,51,"750",51
3123,40,"James E. Pepper 1776 Straight Rye PX Sherry Finish 50%",88,50,"750",50
3124,40,"Old Forester Straight Rye 50%",88,24,"750",50
3125,40,"Sagamore Spirit Port Finish Rye 50.5%",88,70,"750",50.5
3126,40,"Spirit Works Bottled in Bond Straight Rye 50%",88,60,"750",50
3127,40,"Treaty Oak Red Handed 10 year old Rye 50%",88,65,"750",50
3128,40,"Wild Turkey 101 Straight Rye 50.5%",88,38,"liter",50.5
3129,40,"Grist + Saw Empire Straight Rye 48%",87,37,"750",48
3130,40,"Minor Case Sherry Cask Finished Rye",87,50,"750",40
3131,40,"Redwood Empire Emerald Giant Rye 45%",87,43,"750",45
3132,40,"Old Overholt Straight Rye 43%",87,18,"750",43
3133,40,"Rod & Hammer’s SLO Stills Straight Rye 45%",87,39,"750",45
3134,40,"Michter’s Limited Edition Barrel Strength Rye 55.9%",87,75,"750",55.9
3135,40,"High West Yippee Ki-Yay (Batch #1) 46%",87,65,"750",46
3136,40,"Hochstadter's Vatted Straight Rye Whiskey (Batch 1) 50%",87,35,"750",50
3137,40,"Rittenhouse Rye 50%",87,14,"750",50
3138,40,"Catoctin Creek Ragnarök 46%",87,99,"750",46
3139,40,"James E. Pepper 1776 Straight 100 Proof 50%",87,30,"750",50
3140,40,"WhistlePig 10 year old Straight Rye 50%",87,67,"750",50
3141,40,"Ragtime Bottled in Bond Straight 50%",87,49,"750",50
3142,40,"Templeton 6 year old Rye 45.75%",87,50,"750",45.75
3143,40,"Rittenhouse Rye 23 year old Barrel #8 50%",87,170,"750",50
3144,40,"Bone Snapper X-Ray Straight Rye 4 year old (Batch 1) 55%",87,50,"750",55
3145,40,"Basil Hayden’s 10 year old Kentucky Straight Rye 40%",87,70,"750",40
3146,40,"Chicken Cock Kentucky Straight Rye 45%",87,70,"750",45
3147,40,"Basil Hayden’s Two by Two Rye 40%",87,45,"750",40
3148,40,"Sagamore Spirit Double Oak Rye 48.3%",87,69,"750",48.3
3149,40,"Devils River Texas Rye 45%",87,30,"750",45
3150,40,"Driftless Glen Rye 48%",87,50,"750",48
3151,40,"Rebellion Rye 43%",87,36,"750",43
3152,40,"(ri)1 46%",87,47,"750",46
3153,40,"Sazerac Rye 18 year old 45%",87,65,"750",45
3154,40,"Filibuster Straight Rye Dual Cask Finished 45%",87,41,"750",45
3155,40,"Clyde May’s Straight Rye 47%",86,45,"750",47
3156,40,"Coppersea Bottled in Bond Bonticou Crag Straight Malt Rye 50%",86,125,"750",50
3157,40,"Old Overholt Straight Rye 40%",86,17,"750",40
3158,40,"Bulleit 95 Straight Rye 45%",86,25,"750",45
3159,40,"Rabbit Hole Boxergrail Kentucky Straight 47.5%",86,50,"750",47.5
3160,40,"Pinhook Rye’d On Kentucky Straight (2020 Release) 48.5%",86,38,"750",48.5
3161,40,"Porter’s Small Batch Straight Rye 45%",86,40,"750",45
3162,40,"Three Chord Amplify Rye (Batch 0015) 47.5%",86,50,"750",47.5
3163,40,"Wheel Horse Straight Rye 50.5%",86,28,"750",50.5
3164,40,"Heaven’s Door Straight Rye 46%",86,80,"750",46
3165,40,"Michter's 10 year old Straight Rye 46.4%",86,75,"750",46.4
3166,40,"SanTan Spirits Butcher Jones Cask-Strength Arizona Straight (Batch 9-2) 63.2%",86,75,"750",63.2
3167,40,"O.H. Ingram River Aged Straight (Batch 1) 49%",86,80,"750",49
3168,40,"High West Rendezvous Rye (Batch 18426) 46%",86,70,"750",46
3169,40,"Pinhook Rye Humor Straight Rye 48.5%",86,37,"750",48.5
3170,40,"Firestone & Robertson TX Experimental Series Rye 63.07%",86,50,"750",63.07
3171,40,"Founding Farmers Rye (Batch #14) 50%",86,45,"750",50
3172,40," Deadwood Rye 41.5%",86,25,"750",41.5
3173,40,"Old Potrero Single Malt Straight Rye 48.5%",86,70,"750",48.5
3174,40,"High West 16 year old Rocky Mountain Rye (Batch #1) 46%",86,80,"750",46
3175,40,"Luca Mariano Small Batch Straight (Batch #2019-01) 41.5%",85,45,"750",41.5
3176,40,"Kinsey Rye 43%",85,28,"750",43
3177,40,"Russell’s Reserve Single Barrel 52%",85,60,"750",52
3178,40,"Colonel E.H. Taylor Jr. Straight Rye 50%",85,70,"750",50
3179,40,"Thomas H. Handy Sazerac Straight Rye (2017 Buffalo Trace Antique Collection) 63.6%",85,90,"750",63.6
3180,40,"Castle & Key Restoration Straight (2020 Release Batch 1) 51.5%",85,40,"750",51.5
3181,40,"Jefferson’s Straight Rye Whiskey 10 year old 47%",85,40,"750",47
3182,40,"George Dickel Rye 45%",85,25,"750",45
3183,40,"Redemption White Rye 46%",85,20,"750",46
3184,40,"Knob Creek Rye 50%",85,36,"750",50
3185,40,"Jefferson’s 10 year old Batch 18 47%",85,40,"750",47
3186,40,"WhistlePig 18 year old Double Malt Straight Rye (2019 Release) 46%",85,400,"750",46
3187,40,"Kooper Family Rye Blend of Straight Rye Whiskeys 45%",85,60,"750",45
3188,40,"Redemption Barrel Proof Rye 8 year old 61.1%",85,100,"750",61.1
3189,40,"Jim Beam Pre-Prohibition Style Rye 45%",85,23,"750",45
3190,40,"Cedar Ridge Malted Rye 43%",85,38,"750",43
3191,40,"Crooked Water Regatta Rum Finish Rye 47.5%",85,50,"750",47.5
3192,40,"District Made Straight Rye 47%",85,45,"750",47
3193,40,"Gun Fighter Double Cask Rye 50%",85,34,"750",50
3194,40,"Coppersea Bonticou Crag Straight Malt Rye 48%",85,80,"750",48
3195,40,"New York Distilling Co. Ragtime Rye Applejack Finish 50%",85,46,"750",50
3196,40,"Broad Branch Rye Fidelity 6 year old Single Barrel Straight Rye (Barrel No. 0027) 45%",84,53,"750",45
3197,40,"WhistlePig FarmStock Rye (Crop 003) 43%",84,73,"750",43
3198,40,"Doc Swinson’s Rum Cask-Finished Rye (Release 02 Barrel 09) 45%",84,30,"750",45
3199,40,"Bone Snapper Rye Batch No. 4 54%",84,35,"750",54
3200,40,"Rebel Yell Small Batch 45%",84,30,"750",45
3201,40,"Ezra Brooks 45%",84,19,"750",45
3202,40,"Rabbit Hole Rye 47.5%",84,60,"750",47.5
3203,40,"Redemption Rye (Batch 2) 46%",84,26,"750",46
3204,40,"Buckshee Straight Rye 45%",84,42,"750",45
3205,40,"Jack Daniel’s Rye 45%",84,27,"750",45
3206,40,"Hudson Manhattan Rye Whiskey 46%",84,40,"750",46
3207,40,"Cask & Crew Blended Rye (Batch 1) 40%",83,25,"750",40
3208,40,"Breakout Rye 8 year old 43%",83,30,"750",43
3209,40,"Catoctin Creek Rabble Rouser Bottled in Bond Rye 50%",83,90,"750",50
3210,40,"Milam & Greene Port Wine Cask-Finished Rye 47%",83,48,"750",47
3211,40,"Braddock Oak Single Barrel (Batch #T517K6) 46%",83,40,"750",46
3212,40,"Darby’s Reserve Small Batch 45%",83,22,"750",45
3213,40,"Wild Turkey Rye 40.5%",83,23,"750",40.5
3214,40,"Cascadia Rye (Bottle No. 97) 43.45%",82,52,"750",43.45
3215,40,"Jack Daniel’s Unaged Rye 40%",82,50,"750",40
3216,40,"Thomas H. Handy Rye 64.6%",82,80,"750",64.6
3217,40," Hillbilly Rye 45%",82,25,"750",45
3218,40,"Chicken Cock Ryeteous Blonde 45%",82,90,"750",45
3219,40,"Delaware Phoenix Rye Whiskey 50%",82,43,"750",50
3220,40,"Michter's US*1 Single Barrel Rye 42.4%",81,34,"750",42.4
3221,40,"Leopold Bros. Maryland Style Straight Rye (Barrel #139) 43%",81,45,"750",43
3222,40,"Jack Daniel’s Rested Tennessee Rye 40%",81,50,"750",40
3223,40,"Sagamore Spirit Straight Rye 41.5%",80,40,"750",41.5
3224,40,"Grand Traverse ""Ole George"" 46.5%",80,48,"750",46.5
3225,40,"Hirsch Small Batch Reserve 46%",80,36,"750",46
3226,40,"Catoctin Creek Roundstone Rye 40%",80,39,"750",40
3227,40,"High West Silver OMG Pure Rye 49.3%",80,33,"750",49.3
3229,40,"Barrell Rye (Batch 002) 58.75%",79,90,"750",58.75
3230,40,"Templeton Small Batch Rye Batch #2 Barrel #173 40%",79,35,"750",40
3231,40,"O.Z. Tyler Rye 44.9%",79,23,"750",44.9
3232,40,"Vintage Rye 23 year old 47%",77,120,"750",47
3233,40,"Cascade Peak Oregon Organic Rye (Batch #1) 50.2%",77,52,"750",50.2
3234,40,"McKenzie Rye Whiskey 45.5%",76,46,"750",45.5
3235,40,"Hirsch Small Batch Reserve 28 year old 43.4%",74,447,"750",43.4
3236,40,"Jim Beam Rye 40%",70,16,"750",40
3237,41,"Lambertus 10 year old 40%",75,57,"750",40
3238,42,"Teeling Single Grain 46%",91,45,"750",46
3239,42,"Method & Madness Virgin Spanish Oak-Finished 46%",91,60,"750",46
3240,42,"Hyde No. 5 The Áras Cask Burgundy Cask Finish 46%",91,48,"750",46
3241,42,"Kilbeggan Single Grain 43%",88,30,"750",43
3242,42,"Hyde No. 3 The Áras Cask 6 year old 46%",88,50,"750",46
3243,42,"Egan’s Vintage Grain 46%",86,45,"750",46
3244,42,"The Busker Single Grain 44.3%",85,30,"750",44.3
3245,42,"Greenore Single Grain 15 year old 40%",84,100,"750",40
3246,42,"Greenore 18 year old 46%",82,125,"750",46
3247,43,"The Last Drop (distilled at Lochside) 1972 (Cask No. 346) 44%",96,3108,"750",44
3248,43,"Carsebridge 48 year old 43.2%",95,959,"750",43.2
3249,43,"Duncan Taylor (distilled at Invergordon) 40 year old 1965 vintage 49.7%",94,225,"750",49.7
3250,43,"Blackadder 32 year old 1988 (Distilled at Invergordon) 51.5%",94,240,"750",51.5
3251,43,"Lagavulin 12 year old (Diageo Special Releases 2019) 56.5%",93,147,"750",56.5
3252,43,"Douglas Laing Old Particular (distilled at Carsebridge) 33 year old 1982 45.4%",93,100,"750",45.4
3253,43,"Exclusive Malts (distilled at Invergordon) 43 year old 1972 48.2%",93,260,"750",48.2
3254,43,"Arbikie Highland Rye 1794 48%",92,140,"750",48
3255,43,"That Boutique-y Whisky Company (distilled at Invergordon) 25 year old 49.6%",92,60,"750",49.6
3256,43,"The ImpEx Collection 28 year old 1992 (Distilled at Cameronbridge) 51.8%",92,200,"750",51.8
3257,43,"Douglas Laing Old Particular (distilled at Cambus) 25 year old 1991 62%",92,80,"750",62
3258,43,"Exclusive Malts (distilled at Cameronbridge) 1984 33 year old 51.2%",92,225,"750",51.2
3259,43,"Duncan Taylor Rare Auld (distilled at Girvan) 1974 40 year old 53.7%",92,450,"750",53.7
3260,43,"The Five Distinguished and Rare 39 year old 51%",92,216,"750",51
3261,43,"The Sovereign (distilled at Cambus) 30 year old 1984 49.4%",92,152,"750",49.4
3262,43,"The Exclusive Malts (distilled at Cameronbridge) 25 year old 53.1%",92,140,"750",53.1
3263,43,"Arbikie Highland Rye 46%",92,300,"750",46
3264,43,"The Sovereign (distilled at Cambus) 50 year old 1964 49.2%",91,657,"750",49.2
3265,43,"The Last Drop Single Grain 1977 (distilled at Dumbarton) 48.4%",91,3000,"750",48.4
3266,43,"Duncan Taylor Dimensions (distilled at Cambus) 1991 26 year old 50.5%",91,215,"750",50.5
3267,43,"Caledonian ‘The Cally’ 1974 40 year old 53.3%",90,1200,"750",53.3
3268,43,"The Sovereign (distilled at Dumbarton) 50 year old 1964 43.8%",90,453,"750",43.8
3269,43,"Port Dundas 52 year old (Diageo Special Releases 2017) 44.6%",90,900,"750",44.6
3270,43,"Duncan Taylor Rare Auld Grain (distilled at Strathclyde) 1990 28 year old 51.2%",90,170,"750",51.2
3271,43,"Compass Box Myths & Legends I 46%",90,150,"750",46
3272,43,"Douglas Laing Xtra Old Particular (distilled at Strathclyde) 40 year old 55.4%",90,390,"750",55.4
3273,43,"That Boutique-y Whisky Company (distilled at North British) 27 year old 56.3%",90,51,"750",56.3
3274,43,"Arbikie Highland Rye Single Grain (2020 Release) 46%",90,350,"750",46
3275,43,"Duncan Taylor 29 year old Rare Auld Grain 1989 (distilled at Strathclyde) 53%",90,170,"750",53
3276,43,"Scott's Selection (Distilled at 'North of Scotland') 1964 Vintage 45.5%",90,140,"750",45.5
3277,43,"That Boutique-y Whisky Company (distilled at Glenrothes) 20 year old 52.4%",89,140,"750",52.4
3278,43,"The Exclusive Malts (distilled at Invergordon) 30 year old 1984 (cask #8005) 52.3%",89,220,"750",52.3
3279,43,"Duncan Taylor Octave (distilled at Girvan) 2007 11 year old 52.6%",89,80,"750",52.6
3280,43,"Cambus 40 year old 52.7%",89,1150,"750",52.7
3281,43,"Douglas Laing Old Particular (distilled at Strathclyde) 27 year old 1988 57.9%",89,128,"750",57.9
3282,43,"Blackadder 31 year old 1988 (Distilled at Cambus) 46.1%",89,325,"750",46.1
3283,43,"Girvan Patent Still 30 year old 42%",89,549,"750",42
3284,43,"The Sovereign (distilled at Dumbarton) 1964 50 year old 49.1%",88,548,"750",49.1
3285,43,"The Sovereign (distilled at Cambus) 40 year old 1975 57.7%",88,297,"750",57.7
3286,43,"The Sovereign (distilled at Port Dundas) 26 year old 1988 52.1%",88,141,"750",52.1
3287,43,"Loch Lomond 46%",88,29,"750",46
3288,43," Label 5 Bourbon Barrel 40%",88,19,"750",40
3289,43,"Girvan Patent Still 25 year old 42%",88,422,"750",42
3290,43,"The Clan Denny Single Grain (distilled at Cambus) 35 year old 54.2%",88,190,"750",54.2
3291,43,"Clan Denny (distilled at Strathclyde) 27 year old 1988 55%",88,127,"750",55
3292,43,"The Clan Denny (distilled at Strathclyde) 9 year old 55.7%",88,75,"750",55.7
3293,43,"Wemyss Malt Caribbean Crème (distilled at Invergordon) 1988 46%",88,124,"750",46
3294,43,"Murray McDavid 1996 Loch Lomond 19 year old 46%",88,135,"750",46
3295,43,"Tweeddale Grain of Truth 46%",88,55,"750",46
3296,43,"That Boutique-y Whisky Company (distilled at Invergordon) 43 year old 47.7%",88,108,"750",47.7
3297,43,"Clan Denny (distilled at Port Dundas) 1992 21 year old HH9452 55.7%",87,108,"750",55.7
3298,43,"Strathcolm 12 year old 40%",87,41,"750",40
3299,43,"Douglas Laing Xtra Old Particular (distilled at Garnheath) 41 year old 1974 48.9%",87,277,"750",48.9
3300,43,"Wemyss Malts (distilled at Invergordon) Mocha Moment 1988 46%",87,127,"750",46
3301,43,"Girvan Patent Still Proof Strength 57.1%",87,110,"750",57.1
3302,43,"That Boutique-y Whisky Company (distilled at Invergordon) 42 year old 47.7%",87,106,"750",47.7
3303,43,"Scott's Selection (distilled at 'North of Scotland') 1963 46.8%",87,120,"750",46.8
3304,43,"Berry Bros. & Rudd Exceptional Casks (distilled at North British) 50 year old 58.9%",86,763,"750",58.9
3305,43,"Duncan Taylor Dimensions (distilled at Caledonian) 1987 31 year old 52.9%",86,300,"750",52.9
3306,43,"Douglas Laing Old Particular (distilled at Port Dundas) 26 year old 1990 51.9%",86,80,"750",51.9
3307,43,"Signatory Cask Strength Collection (distilled at Cambus) 22 year old 1991 53.8%",86,110,"750",53.8
3308,43,"Strathcolm The Extra Special 40%",86,30,"750",40
3309,43,"Douglas Laing Old Particular (distilled at Cameronbridge) 25 year old 1990 60.6%",86,119,"750",60.6
3310,43,"The Exclusive Malts (distilled at Port Dundas) 25 year old 1991 53.6%",86,175,"750",53.6
3311,43,"Exclusive Malts (distilled at Invergordon) 1993 24 year old 54.1%",86,140,"750",54.1
3312,43,"Master of Malt Single Cask Series (distilled at Loch Lomond) 18 year old 60.5%",86,135,"750",60.5
3313,43,"Clan Denny (distilled at Port Dundas) 14 year old 46%",86,55,"750",46
3314,43,"Douglas Laing Old Particular (distilled at Girvan) 27 year old 1988 62.6%",86,124,"750",62.6
3315,43,"Signatory (distilled at Cameronbridge) 1995 43%",85,44,"750",43
3316,43,"Strathcolm 8 year old 40%",85,36,"750",40
3317,43,"The Sovereign (distilled at North British) 25 year old 57.5%",85,80,"750",57.5
3318,43,"Lonach (distilled at Carsebridge) 1063 vintage 43 year old 43%",85,115,"750",43
3319,43,"That Boutique-y Whisky Company (distilled at Cambus) 24 year old 49.7%",85,62,"750",49.7
3320,43,"Douglas Laing Xtra Old Particular (distilled at Carsebridge) 50 year old 1965 40.1%",84,345,"750",40.1
3321,43,"Wemyss Malts Rosy Apple Brûlée  (distilled at Invergordon) 1988 46%",84,115,"750",46
3322,43,"That Boutique-y Whisky Company (distilled at Caledonian) 29 year old 47.7%",84,74,"750",47.7
3323,43,"That Boutique-y Whisky Company (distilled at Invergordon) 25 year old 49.8%",84,49,"750",49.8
3324,43,"Port Dundas 18 year old 43%",84,100,"750",43
3325,43,"Exclusive Regions Single Grain (distilled at North British) 10 year old 50%",84,55,"750",50
3326,43,"Duncan Taylor Octave (distilled at North British) 2009 9 year old 52%",84,80,"750",52
3327,43,"Douglas Laing Old Particular (distilled at Girvan) 25 year old 1989 51.5%",84,117,"750",51.5
3328,43,"Douglas Laing Old Particular (distilled at North British) 27 year old 1988 50.2%",84,122,"750",50.2
3329,43,"Douglas Laing Old Particular (distilled at Strathclyde) 27 year old 1987 51.5%",84,124,"750",51.5
3330,43,"The Exclusive Malts (distilled at Strathclyde) 26 year old 1988 (cask #62016) 55.1%",84,180,"750",55.1
3331,43,"Douglas Laing Old Particular (distilled at Invergordon) 28 year old 1987 56.5%",83,110,"750",56.5
3332,43,"Master of Malt Single Cask Series (distilled at North British) 18 year old 52.3%",83,100,"750",52.3
3333,43,"Old Particular (distilled at Girvan) 25 year old 1990 51.5%",83,126,"750",51.5
3334,43,"The Sovereign (distilled at Cambus) 26 year old 1988 46.9%",83,142,"750",46.9
3335,43,"Wemyss Malts Vintage Strawberry Punnet (distilled at Invergordon) 1988 46%",83,125,"750",46
3336,43,"Old Particular (distilled at Cambus) 27 year old 51.5%",82,126,"750",51.5
3337,43,"Port Dundas 12 year old 40%",82,50,"750",40
3338,43,"Strathclyde 12 year old 62.1%",82,73,"750",62.1
3339,43,"Duncan Taylor 41 year old (distilled at Invergordon Cask No. 15517) 50.2% ",81,200,"750",50.2
3340,43,"Clan Denny (distilled at Girvan) 20 year old 56.7%",81,134,"750",56.7
3341,43,"Douglas Laing Old Particular (distilled at North British) 21 year old 50.9%",81,109,"750",50.9
3342,43,"Darkness! (distilled at Invergordon) 23 year old 50.8%",81,117,"750",50.8
3343,43,"Borders 51.7%",80,72,"750",51.7
3344,43,"Clan Denny (distilled at Girvan) 21 year old 1993 51.8%",80,117,"750",51.8
3345,43,"The Sovereign (distilled at Port Dundas) 25 year old 1990 51.9%",80,119,"750",51.9
3346,43,"The Sovereign (distilled at Invergordon) 50 year old 42.9%",80,300,"750",42.9
3347,43,"Clan Denny (distilled at Girvan) 1992 21 year old HH9451 59.6%",79,108,"750",59.6
3348,43,"Douglas Laing Old Particular (distilled at Strathclyde) 10 year old 2005 50.9%",78,57,"750",50.9
3349,43,"Girvan No. 4 Apps 42%",78,76,"750",42
3350,43,"That Boutique-y Whisky Company (distilled at North British batch 2) 49.3%",78,95,"750",49.3
3351,43,"H5 Iced Single Grain 40%",77,22,"750",40
3352,43,"Douglas Laing Old Particular (distilled at Port Dundas) 25 year old 1990 51.5%",77,129,"750",51.5
3353,43,"Duncan Taylor (distilled at Cameronbridge) Cask #3583 28 year old 54.4%",72,125,"750",54.4
3354,44,"Balcones Single Barrel European Oak Single Malt (Barrel #16009) 64.1%",94,80,"750",64.1
3355,44,"Breuckelen 6 year old Brownstone Malt (Batch 1) 50%",93,75,"750",50
3356,44,"Balcones Hechiceros Port Cask-Finished Single Malt (Batch 18-1) 61.5%",93,100,"750",61.5
3357,44,"Balcones Brujeria Sherry Cask-Finished Single Malt (Batch 18-1) 62.9%",93,130,"750",62.9
3358,44,"Balcones Rum Cask-Finished Texas (Batch R20-1) 62%",92,80,"750",62
3359,44,"Dogfish Head Let’s Get Lost 51%",92,30,"750",51
3360,44,"Balcones Single Barrel American Oak Single Malt (Barrel #16582) 63.3%",92,80,"750",63.3
3361,44,"Balcones Single Barrel French Oak Single Malt (Barrel #15974) 64%",92,80,"750",64
3362,44,"Old Line 8 year old Golden Edition American Single Malt 50%",92,95,"750",50
3363,44,"Tattersall American Single Malt 55%",91,50,"750",55
3364,44,"Virginia Distillery Co. Courage & Conviction American Single Malt (George G. Moore Batch) 46%",91,75,"750",46
3365,44,"Balcones Lineage Texas (Batch SML 20-2) 47%",91,40,"750",47
3366,44,"Westland Peat Week (2019 Release) 50%",91,100,"750",50
3367,44,"Shelter Distilling Embers Peated (Barrel No. 33) 46%",91,108,"750",46
3368,44,"Grand Canyon Distillery Star Shine American Single Malt (Batch 001) 46%",91,49,"750",46
3369,44,"Cedar Ridge The QuintEssential (Batch 001) 46%",91,60,"750",46
3370,44,"Balcones Lineage (Batch SML20-2) 47%",91,40,"750",47
3371,44,"Westland Garryana (5th Edition) 50%",91,150,"750",50
3372,44,"Whiskey Del Bac Distiller’s Cut (Fall 2020 Release) 57.25%",91,80,"750",57.25
